,dialogue,label,predict_label
896,know make feel better…,PENNY,SHELDON
897,hang black bean pinto bean,LEONARD,SHELDON
898,give well think turbulence could reduce put…,SHELDON,SHELDON
899,course well hey whether we’re friend friend scatter around world matter let’s promise meet front build exactly year tonight p.m dinner like always,LEONARD,LEONARD
900,don’t know certainty know leonard home,SHELDON,PENNY
901,sorry never figure guy like go girl like would ever compete guy like,HOWARD,PENNY
902,take couch bed get new pillow hypo-allergenics,LEONARD,LEONARD
903,understand get intense back,LEONARD,SHELDON
904,dinner’s ready,LEONARD,OTHERS
905,hi,RAJ,PENNY
906,penny know i’m lactose intolerant,LEONARD,LEONARD
907,colossal ass-hat,HOWARD,SHELDON
908,eat froot loop astronaut make fun,HOWARD,OTHERS
909,okay,OTHERS,PENNY
910,tune bayonet,OTHERS,SHELDON
911,say,SHELDON,SHELDON
912,would like hear play bossa nova standard harp,OTHERS,SHELDON
913,bernie…,HOWARD,HOWARD
914,long long night,LEONARD,LEONARD
915,don’t think don’t howard’s street cred,OTHERS,LEONARD
916,certainly although right i’m rough time there’s three people room it’s start feel like discotheque,SHELDON,SHELDON
917,yes,LEONARD,SHELDON
918,take bar woman,LEONARD,HOWARD
919,well think new comic book night magic huh,SHELDON,SHELDON
920,suppose,LEONARD,SHELDON
921,like gladiator,SHELDON,RAJ
922,none matter trust penny care nothing’s gonna happen guy,LEONARD,LEONARD
923,well don’t really pretend,PENNY,PENNY
924,i’m back,SHELDON,SHELDON
925,bye,HOWARD,LEONARD
926,forest quicksand west path lead east go east iron gate block way open gate it’s lock hmm well much,SHELDON,SHELDON
927,i’m sorry suppose buttering,PENNY,SHELDON
928,don’t know he’s nice he’s funny sallow drawn countenance associate overactive thyroid gland that’s kind hot,OTHERS,PENNY
929,really thank sir,HOWARD,SHELDON
930,bad,LEONARD,LEONARD
931,i’m sorry get stuck bet want bernadette,OTHERS,HOWARD
932,oh thanks howard give it’s cut thing every time dinner mom next day get jewellery,OTHERS,OTHERS
933,penny we’re red zone white zone load unload we’re breaking law,SHELDON,SHELDON
934,well i’ll give something he’ll understand joanie call police,OTHERS,LEONARD
935,kite ho,RAJ,LEONARD
936,hell,LEONARD,LEONARD
937,something wouldn’t buy something fun something like… oh wireless router,SHELDON,PENNY
938,refer time get stuck small world ride disneyland,OTHERS,SHELDON
939,fact well-behaved howie buy buzz aldrin bobble head astronaut ice cream,OTHERS,OTHERS
940,yes please may help,SHELDON,SHELDON
941,howard find girdle dryer,OTHERS,SHELDON
942,h-h-h-how get mock leonard move dude totally move,RAJ,RAJ
943,friend,OTHERS,SHELDON
944,want talk,SHELDON,LEONARD
945,beautiful know pop sparkle buzz electric i’m go pick eight show night never forget,LEONARD,RAJ
946,oh,SHELDON,PENNY
947,good lord,SHELDON,SHELDON
948,stitch needle,LEONARD,SHELDON
949,lot always option go back friend,PENNY,LEONARD
950,hey stuart,OTHERS,RAJ
951,cell phone,SHELDON,SHELDON
952,oh would stop worrying,LEONARD,SHELDON
953,i’ve get gunshot wound that’s pretty badass,LEONARD,RAJ
954,get batman,SHELDON,LEONARD
955,think place,SHELDON,LEONARD
956,kind tea would like,SHELDON,SHELDON
957,really impressive,PENNY,OTHERS
958,take hypothesis design protocol determine accuracy,OTHERS,SHELDON
959,didn’t,SHELDON,LEONARD
960,okay let see understand want convince ex-girlfriend go costume party new boyfriend win stupid prize,LEONARD,LEONARD
961,can’t help ya kid whenever i’m around sheldon feel like loin fire good way urinary tract infection way,OTHERS,LEONARD
962,didn’t,LEONARD,LEONARD
963,love companionship wisdom father fail provide,OTHERS,SHELDON
964,yeah,LEONARD,LEONARD
965,crazy don’t want girlfriend work hell clam,HOWARD,LEONARD
966,pasadena city college,PENNY,SHELDON
967,can’t fat,LEONARD,RAJ
968,excuse didn’t authorize,SHELDON,SHELDON
969,you’d like take mind what’s trouble uh word street bobcat spot,SHELDON,SHELDON
970,nothing quark,LEONARD,SHELDON
971,oh stop believe fyi wear bank tackle ground,SHELDON,SHELDON
972,ball howard,SHELDON,SHELDON
973,remember give powerful pain medication muscle relaxer uh don’t operate heavy machinery try choke drool,SHELDON,SHELDON
974,oh god hang wow um know i’d go get hook nail hammer and…,PENNY,PENNY
975,pathetic dressing like go comic book store new year’s eve,LEONARD,LEONARD
976,hey sheldon say go outside throw around old pigskin,OTHERS,PENNY
977,listen stretch,OTHERS,LEONARD
978,right fine i’ll tell howard didn’t come you’re concern well-being,LEONARD,SHELDON
979,oh what’s gothic vodka cranberry juice,RAJ,SHELDON
980,nothing damn thing,PENNY,PENNY
981,mad do relationship broken beyond repair walk fixed,LEONARD,SHELDON
982,let buy feminine hygiene product supermarket club card idea kind coupon i’m go get mail,SHELDON,SHELDON
983,fine i’ll make couple thing i’ll stop,HOWARD,LEONARD
984,leonard astonish continually fixate trivial lose bet wolowitz,SHELDON,SHELDON
985,would ben affleck point situation like get pick side you’re either team leonard team penny,HOWARD,SHELDON
986,probably what’s point,LEONARD,LEONARD
987,talk,LEONARD,LEONARD
988,dr cooper’s office,OTHERS,OTHERS
989,section various obligation duty party event one become robot,SHELDON,SHELDON
990,still think look like someone’s pet maybe put poster,OTHERS,LEONARD
991,happens count,OTHERS,SHELDON
992,isn’t,OTHERS,SHELDON
993,sheldon you’re charge it’s idea i’m charge,LEONARD,LEONARD
994,let try gansta hell,HOWARD,LEONARD
995,wrath,HOWARD,RAJ
996,can’t believe ditch work disneyland,OTHERS,PENNY
997,yeah uh really don’t think,PENNY,LEONARD
998,open door rajesh,OTHERS,SHELDON
999,oh wow,LEONARD,PENNY
1000,okay,PENNY,PENNY
1001,rocket fuel apartment,PENNY,LEONARD
1002,fine,PENNY,LEONARD
1003,terrific anyone want buy share time machine,LEONARD,SHELDON
1004,nope,SHELDON,SHELDON
1005,yeah bring back t-shirt say friend go space station get lousy t-shirt,RAJ,HOWARD
1006,hi,PENNY,PENNY
1007,frequency parent intercourse,SHELDON,SHELDON
1008,cultural paradigm people sex three date,LEONARD,LEONARD
1009,yeah,OTHERS,LEONARD
1010,pee pant,RAJ,SHELDON
1011,trust kripke fall easy prey psychological warfare observe kripke would ask robot prepared meet maker maker clearly two meet,SHELDON,SHELDON
1012,think amy eat bobcat,SHELDON,LEONARD
1013,chicken,SHELDON,SHELDON
1014,okay she’s go,HOWARD,LEONARD
1015,family picture or… holy crap that’s dead person,HOWARD,RAJ
1016,someday decide want get marry propose,LEONARD,LEONARD
1017,know two-year subscription gun,OTHERS,SHELDON
1018,give new look it’s cute huh,PENNY,PENNY
1019,i’m deface i’m fixing,RAJ,SHELDON
1020,please nothing pedestrian want griffin,SHELDON,SHELDON
1021,amy deserve good know buy planter’s deluxe mix eats brazil nut don’t look she’s unique blend saint squirrel,SHELDON,SHELDON
1022,meme hypothesis intrigue might examine closely,SHELDON,SHELDON
1023,there’s wet band-aid shower floor,SHELDON,LEONARD
1024,right go,LEONARD,SHELDON
1025,easy we’re making work,LEONARD,LEONARD
1026,heard husband leave hot young undergrad,HOWARD,OTHERS
1027,oh hi penny guess sheldon get bongo,LEONARD,LEONARD
1028,eat dinner apartment,SHELDON,SHELDON
1029,that’s preposterous tell leonard,SHELDON,SHELDON
1030,check look size rice krispie treat price,HOWARD,SHELDON
1031,right technically it’s dinner date suppose could call uh dinfast date you’d open peer-based mocking hey leonard dinfast priya last night,SHELDON,LEONARD
1032,yes sir,LEONARD,SHELDON
1033,don’t want make big deal,PENNY,PENNY
1034,try make look bad,HOWARD,PENNY
1035,wow that’s amaze,RAJ,LEONARD
1036,how’s,LEONARD,OTHERS
1037,oh dear lord two year ago didn’t even know i’m apartment dark much faster thing go,SHELDON,SHELDON
1038,course what’s rattle around big bulbous brain,OTHERS,OTHERS
1039,wow,HOWARD,PENNY
1040,uh we’re way comic book store,LEONARD,LEONARD
1041,wow y-yeah sure yeah problem uh here’s home number here’s cell here’s office here’s parents’ number new jersey always know reach so…,LEONARD,LEONARD
1042,it’s make happy uh well unless find neediness sexy case you’re dinner hot man planet,RAJ,SHELDON
1043,uh kind problem hoping could help,LEONARD,LEONARD
1044,bring home mufasa eee eee eee eee eee um um-a-weh,SHELDON,SHELDON
1045,talk,LEONARD,LEONARD
1046,heard forbidded,RAJ,LEONARD
1047,different money,SHELDON,SHELDON
1048,yeah it’s okay guess,LEONARD,LEONARD
1049,oh gonna,PENNY,PENNY
1050,kripke,SHELDON,SHELDON
1051,don’t want anything ample bosom,OTHERS,LEONARD
1052,oh kind write didn’t think anybody actually read,OTHERS,LEONARD
1053,missy ever meet man exotic subcontinent india,RAJ,RAJ
1054,excuse ganesh remover obstacle shiva destroyer smoke clear abraham lincoln speaking hindi drink mint julep,RAJ,SHELDON
1055,get remove early take class,HOWARD,PENNY
1056,shame ‘cause real zinger title uterus,OTHERS,SHELDON
1057,uh-huh we’re go explore effect tequila shot gorgeous woman,OTHERS,LEONARD
1058,don’t like christie let stay,LEONARD,SHELDON
1059,mm find quiz online call star trek character take four try get captain kirk,LEONARD,SHELDON
1060,you’re drive mall i’m go acquire book summarizes current theory field friendmaking,SHELDON,SHELDON
1061,gosh,OTHERS,PENNY
1062,knight queen’s bishop-five,RAJ,SHELDON
1063,help move desk,SHELDON,SHELDON
1064,eye road eye road,LEONARD,SHELDON
1065,thanks we’ve get covered,LEONARD,LEONARD
1066,well forget it’s gonna happen,LEONARD,LEONARD
1067,hundred comic book challenge find single reference kryptonian skin cell,LEONARD,SHELDON
1068,okay sum one giant marble horse one asinine comment one lonely man chicken let’s see who’s leave oh that’s right plan isn’t anyone go ask,LEONARD,SHELDON
1069,hey find something look like little man briefcase,OTHERS,HOWARD
1070,okay eight acceptable she’s willing bring another eight hot tub,RAJ,SHELDON
1071,science,SHELDON,SHELDON
1072,know last weekend priya take leonard rollerblade beach believe,PENNY,PENNY
1073,wasn’t pyjama party couple bros hang giggle eat cookie dough watch princess bride,RAJ,SHELDON
1074,mmm way present paper break focus group critique,LEONARD,SHELDON
1075,mean dr slutbunny,PENNY,SHELDON
1076,sure mobster,HOWARD,LEONARD
1077,excellent planning wear,SHELDON,SHELDON
1078,deliberately stuck sheldon,PENNY,LEONARD
1079,nothing soothes pre-wedding jitter like thought fall drown,HOWARD,SHELDON
1080,i’m behind please look you’re talk,SHELDON,LEONARD
1081,watch,LEONARD,LEONARD
1082,yeah course you’re girl like kind hippy-dippy thing,SHELDON,OTHERS
1083,wow cool thanks,HOWARD,PENNY
1084,oh come,OTHERS,PENNY
1085,dad,SHELDON,OTHERS
1086,oh he’s go telecommute everybody’s really excite,LEONARD,LEONARD
1087,sheldon didn’t heckle,PENNY,LEONARD
1088,oh i’m hang thanks ask,SHELDON,LEONARD
1089,thank shall count three,LEONARD,SHELDON
1090,absolutely,OTHERS,LEONARD
1091,ugh that’s try avoid,PENNY,SHELDON
1092,i’m listen,OTHERS,LEONARD
1093,really,PENNY,LEONARD
1094,okay look first time bridesmaid she’s get little crazy,PENNY,LEONARD
1095,what’s matter,RAJ,HOWARD
1096,yes,HOWARD,SHELDON
1097,get,RAJ,LEONARD
1098,well let’s say next time move dozen vial raccoon virus fridge make two trip,OTHERS,SHELDON
1099,excellent choice,SHELDON,SHELDON
1100,okay don’t know come couldn’t team meeting i’m team wasn’t ergo team meet,SHELDON,LEONARD
1101,sheldon,LEONARD,LEONARD
1102,penny,OTHERS,SHELDON
1103,yep,LEONARD,PENNY
1104,yeah uh jimmy sheldon raj howard,LEONARD,LEONARD
1105,kind secret sheldon encrypt,HOWARD,LEONARD
1106,i’m sorry i’m never mind,LEONARD,LEONARD
1107,oh many crazy rule,SHELDON,SHELDON
1108,actually okay flush,SHELDON,LEONARD
1109,…and next morning woke roll realized… duh-duh-duh …she cousin,RAJ,LEONARD
1110,leonard it’s two morning,SHELDON,SHELDON
1111,best way achieve goal devote time energy decide go physicist didn’t take job case didn’t work wasn’t easy lot pressure pearson chalk monitor year,SHELDON,SHELDON
1112,sarcasm,SHELDON,SHELDON
1113,hang know plan traditional evening romance gift,OTHERS,SHELDON
1114,yes i’ve see gift flower pie look like there’s go back boy can’t wait see look face we’re leave right,SHELDON,SHELDON
1115,well wolowitz spending time friend christie,LEONARD,SHELDON
1116,date site match woman sheldon,RAJ,LEONARD
1117,pistol mind trivia contest may choose field battle star trek trivia star trek next generation trivia star trek deep space nine trivia star trek voyager trivia model train,SHELDON,SHELDON
1118,choice couldn’t sleep know outside bedroom living room outside living room hallway immediately adjacent hallway was…,SHELDON,SHELDON
1119,oh god,PENNY,PENNY
1120,big deal nobody touch food plate,SHELDON,LEONARD
1121,oh it’s okay didn’t really need work today it’s like rent car payment anything,PENNY,PENNY
1122,god think every thought come head pure gold well let tell something thought pure caca,RAJ,SHELDON
1123,five,PENNY,SHELDON
1124,boy get upset,HOWARD,OTHERS
1125,i’m really sorry sheldon,LEONARD,LEONARD
1126,oh please first meet incapable touch another human you’re hold hand you’re go date even make train,PENNY,SHELDON
1127,okay great um… uh thing we’ve get friend he’s kind dump think maybe could cheer,LEONARD,PENNY
1128,really,PENNY,LEONARD
1129,hell,PENNY,LEONARD
1130,don’t say anything,LEONARD,LEONARD
1131,much,LEONARD,SHELDON
1132,probably hard time find suit fit,HOWARD,SHELDON
1133,think talk thing,SHELDON,PENNY
1134,right fair enough certainly quieter kiss thought expression passion it’s come across juicy weird want uh uh i’m sorry specific eyebrows stupid nah never mind it’s right,LEONARD,LEONARD
1135,um amy date much,PENNY,PENNY
1136,i’m,RAJ,SHELDON
1137,star trek dvd would want,OTHERS,SHELDON
1138,i’m tell dude there’s seat hogwarts express name,RAJ,RAJ
1139,carry extra,LEONARD,SHELDON
1140,wow,PENNY,PENNY
1141,didn’t break dump,SHELDON,LEONARD
1142,yes much,OTHERS,SHELDON
1143,lie,LEONARD,SHELDON
1144,here’s idea i’m throw friend sex,LEONARD,LEONARD
1145,oh thanks,OTHERS,PENNY
1146,okay look it’s really ricardo tondelaya really boss doesn’t quite know handle situation could use advice surprise dr einstein von brainstorm he’s usually pretty smart thing,SHELDON,PENNY
1147,know give pope jet pack,SHELDON,SHELDON
1148,snipe,LEONARD,LEONARD
1149,sim city specifically sim city design sheldonopolis,SHELDON,SHELDON
1150,sheldon get sight fire he’s charge plasma rifle,HOWARD,LEONARD
1151,don’t ask sheldon thing like,LEONARD,LEONARD
1152,i’m sorry dr jeffries i’m excited nano vacuum tube idea it’s really interesting,LEONARD,LEONARD
1153,great climb back come,OTHERS,LEONARD
1154,it’s big deal i’m little behind bill cut back hour restaurant car break,PENNY,LEONARD
1155,dear meet,HOWARD,SHELDON
1156,indeed i’m participate social convention stag night must embrace component include tobacco swear word yes alcohol jeepers that’s yucky,SHELDON,SHELDON
1157,know,HOWARD,PENNY
1158,hear don’t like stuffed animal drive punctuality,PENNY,SHELDON
1159,can’t serious,HOWARD,PENNY
1160,hey guy,PENNY,PENNY
1161,it’s little insulting don’t think,LEONARD,LEONARD
1162,well there’s nothing relax sit back enjoy clickety-clack steel wheel polish rail,LEONARD,SHELDON
1163,think you’re gonna make you’re crazy,OTHERS,LEONARD
1164,oh thanks i’m good i’m really try burst flame,HOWARD,OTHERS
1165,three morning good time bongo,SHELDON,SHELDON
1166,yeah high hop movie call serial ape-ist monkey see monkey kill know it’s still possible good bad movie,LEONARD,PENNY
1167,oh oh thank,PENNY,PENNY
1168,pick right,SHELDON,SHELDON
1169,good i’m glad,SHELDON,LEONARD
1170,sure lot little kid,OTHERS,LEONARD
1171,i’m sorry never read book know want get dinner watch game,PENNY,LEONARD
1172,oopsy,PENNY,SHELDON
1173,two hundred,LEONARD,LEONARD
1174,ask pack thing ship that’s hard cheese barry you’re one good one,SHELDON,SHELDON
1175,don’t need strength we’re physicists intellectual descendent archimedes give fulcrum lever move earth it’s matter… don’t this… don’t don’t,LEONARD,SHELDON
1176,it’s oatmeal day,SHELDON,SHELDON
1177,continue underestimate ability madam,SHELDON,SHELDON
1178,point horse bird i’d nervous around james cameron,RAJ,SHELDON
1179,csi team get,SHELDON,LEONARD
1180,oh come know want say say say love say,RAJ,PENNY
1181,alternative would think backwards that’s remember,SHELDON,SHELDON
1182,oh that’s nice,PENNY,PENNY
1183,oh hi,HOWARD,PENNY
1184,i’m fine,SHELDON,LEONARD
1185,come new bos polite,SHELDON,SHELDON
1186,make love accidentally spank as cry mommy,HOWARD,OTHERS
1187,don’t start dude,RAJ,RAJ
1188,oh god sweater make bee come take won’t tell,PENNY,PENNY
1189,don’t see i’m one persecute dr hofstadter brag sexual desirability anyone would listen know howard wolowitz spend two year use university resource build six-breasted sex robot oh office christmas party heard rajesh koothrappali refer several time brown sugar,SHELDON,SHELDON
1190,water demon,RAJ,SHELDON
1191,yeah okay um howard need talk,LEONARD,LEONARD
1192,two word jurassic park day keep get bad worse,SHELDON,SHELDON
1193,little one it’s it’s farewell leonard attention wear something brown sit couch won’t even know you’re,RAJ,SHELDON
1194,get way,OTHERS,LEONARD
1195,she’s think take job cheesecake factory,PENNY,LEONARD
1196,thanks lot,RAJ,LEONARD
1197,oh yeah i’m i’m sorry go don’t believe,LEONARD,LEONARD
1198,she’s right long you’re vomit coitus contra-indicated,SHELDON,SHELDON
1199,beautiful eye ever think get contact,OTHERS,OTHERS
1200,first time ever thrive social life pressure kind live dy,OTHERS,SHELDON
1201,oh,SHELDON,PENNY
1202,don’t thai food thursday pizza thursday,SHELDON,SHELDON
1203,it’s think cause narcissistic personality disorder discuss length last video chat although get onto subject baffling,SHELDON,SHELDON
1204,what’s wrong,OTHERS,PENNY
1205,sorry go,LEONARD,RAJ
1206,write,PENNY,SHELDON
1207,thank,HOWARD,SHELDON
1208,talk tail farewell,OTHERS,LEONARD
1209,sorry holy crap cracker,PENNY,RAJ
1210,i’m proud owner wil wheaton stink dot com dot net dot org tell,SHELDON,SHELDON
1211,give clear concise order,SHELDON,SHELDON
1212,world,SHELDON,SHELDON
1213,really,LEONARD,LEONARD
1214,ah,LEONARD,RAJ
1215,think give wolverine adamantium prostate,RAJ,SHELDON
1216,can’t tell,SHELDON,SHELDON
1217,don’t worry soon figure way bring sensitive issue,HOWARD,SHELDON
1218,hey penny,LEONARD,LEONARD
1219,yeah hi hi how’s go,LEONARD,PENNY
1220,nope maybe another time,LEONARD,LEONARD
1221,great still make comic-con,RAJ,LEONARD
1222,yeah although…,LEONARD,SHELDON
1223,apparently one fella try adjust thermostat fella go bat-crap crazy,PENNY,LEONARD
1224,let’s box,OTHERS,SHELDON
1225,yes,LEONARD,SHELDON
1226,doesn’t matter way make new human people come people it’s kind dirty magic show,SHELDON,LEONARD
1227,look sheldon know it’s agreement turn zombie promise kill fact i’ll even let eat brain take penny switzerland,LEONARD,LEONARD
1228,thanks i’m good,LEONARD,OTHERS
1229,sheldon,RAJ,LEONARD
1230,howie dad bully he’s gonna make cancel space flight,OTHERS,OTHERS
1231,tell i’m,SHELDON,LEONARD
1232,that’s wrong,SHELDON,SHELDON
1233,okay,PENNY,PENNY
1234,sure mmm bossa nova listen hip well ear,RAJ,PENNY
1235,well assume you’re refer digestive regularity i’ve come learn inquiry inappropriate,SHELDON,SHELDON
1236,well tell i’m upset can’t tell woman supercuts forehead’s best feature it’s scary,OTHERS,LEONARD
1237,parade,PENNY,SHELDON
1238,mark star position physical landmark find house supermodel,RAJ,SHELDON
1239,unbelievable nerve show schmooze tenure committee,RAJ,SHELDON
1240,burps taste like cranberry juice,OTHERS,SHELDON
1241,co it’s carve stone,LEONARD,SHELDON
1242,i’ll match plus thousand rupee,RAJ,HOWARD
1243,don’t think pick besides girlfriend,LEONARD,LEONARD
1244,wait hold weird,RAJ,LEONARD
1245,well give age that’s lucky guess,OTHERS,SHELDON
1246,cathedra mea regulae meae that’s latin chair rule say phone area study physic,SHELDON,SHELDON
1247,that’s sweet,PENNY,OTHERS
1248,yes,PENNY,SHELDON
1249,we’re we’re stand hallway suffer awkward encounter,SHELDON,SHELDON
1250,suggest go,SHELDON,SHELDON
1251,yet underwater photo shoot embarrassment,RAJ,SHELDON
1252,end haircut mr d’onofrio would tell dirty joke,SHELDON,SHELDON
1253,didn’t think big deal,PENNY,LEONARD
1254,oh he’s come see proof don’t air freshener car,HOWARD,LEONARD
1255,that’s ridiculous mention american accent terrible,HOWARD,SHELDON
1256,truly sorry happen last night take full responsibility hope won’t colour opinion leonard wonderful guy also hear gentle thorough lover could,SHELDON,SHELDON
1257,well remember soyuz capsule send bring home,HOWARD,SHELDON
1258,come tushy face,OTHERS,LEONARD
1259,i’m sorry duh,LEONARD,LEONARD
1260,another photo sheldon,OTHERS,LEONARD
1261,hey always sound effect a-a swarm bloodthirsty bat fly dungeon,LEONARD,LEONARD
1262,apologise,SHELDON,LEONARD
1263,threw,OTHERS,SHELDON
1264,yeah,LEONARD,LEONARD
1265,oh sorry didn’t know busy maybe another time,LEONARD,PENNY
1266,well you’re gonna go,PENNY,OTHERS
1267,subliminal messaging i’m go make want pee drip faucet leaky gutter pee,SHELDON,LEONARD
1268,mom already try make thing bad,HOWARD,PENNY
1269,neurobiologist check engine light,OTHERS,SHELDON
1270,thanks shoot nifty know i’d autograph,OTHERS,LEONARD
1271,lend copy bombay badonkadonks,HOWARD,SHELDON
1272,kill badger,SHELDON,SHELDON
1273,sure mean nose doesn’t light corpse fresh enough sometimes get leg jerk,OTHERS,PENNY
1274,set people laugh ‘cause you’re cool you…,LEONARD,OTHERS
1275,there’s difference stupid act stupid,LEONARD,PENNY
1276,oh that’s excellent question two people claim long pair-bonded spend inordinate amount time other’s company,OTHERS,SHELDON
1277,problem isn’t solve blew,LEONARD,SHELDON
1278,know place need suggestion box,SHELDON,PENNY
1279,luckily nuclear reactor,SHELDON,SHELDON
1280,you’ll think,HOWARD,OTHERS
1281,oh yes mean,SHELDON,SHELDON
1282,primate natural instinct ostracize ill-mannered member troop bernadette’s urge shun scowl fling waste priya hard-wired dna,OTHERS,SHELDON
1283,go away,PENNY,LEONARD
1284,okay fine whatever um guy friend eric,PENNY,PENNY
1285,okay forget who’s hotter first time priya come la leonard make pact respect friendship neither would hit,HOWARD,LEONARD
1286,yes,HOWARD,SHELDON
1287,exactly date ask would like anything,LEONARD,SHELDON
1288,oh great raj don’t howard go get charcoal leonard don’t start work preliminary web site design i’ll make space apartment move manufacturing process,SHELDON,SHELDON
1289,say go walk,HOWARD,SHELDON
1290,oh forget lee meriwether,SHELDON,SHELDON
1291,yeah well question i’m pretty sure know answer first date,PENNY,LEONARD
1292,oh don’t cheap tip know you’re load,PENNY,SHELDON
1293,don’t think it’s possible i’m severely dehydrate pee like toothpaste,HOWARD,LEONARD
1294,certainly,LEONARD,SHELDON
1295,i’ve busy haven’t figure way bring mostly can’t stress key don’t want,LEONARD,SHELDON
1296,please make decision child starve india there’s indian starving right,RAJ,RAJ
1297,know alexander graham bell invent telephone propose answer ahoy ahoy like amy drinking i’m sorry bet sweet well right we’re way,SHELDON,SHELDON
1298,watch right,HOWARD,LEONARD
1299,incredible manage screw screw-up,RAJ,LEONARD
1300,yeah guess,LEONARD,LEONARD
1301,stuart love,LEONARD,RAJ
1302,wow uh stan lee court uh sophie’s choice would’ve much short movie,HOWARD,PENNY
1303,i’m call,PENNY,LEONARD
1304,happen,RAJ,LEONARD
1305,right leonard fairly call question favour abandon game confront penny’s steroid-infused ex-boyfriend suicidal mission extract money say hi kurt,SHELDON,SHELDON
1306,mine great i’m go mommy,SHELDON,LEONARD
1307,underworld guardian,OTHERS,SHELDON
1308,oh god you…,LEONARD,LEONARD
1309,i’m… uh… work,LEONARD,LEONARD
1310,uh late copy apply particle physic quarterly,SHELDON,SHELDON
1311,everything aren’t worry health,LEONARD,SHELDON
1312,counter-clockwise chest hair mat,SHELDON,SHELDON
1313,hello another medical emergency what’s wrong seriously doubt bite chinese bird spider exactly bump feel asian put phone sheldon drive drove yesterday brain tumour turn ice cream headache yes still want emergency contact yes eat ice cream fast also brain tumour i’m way brain tumour would explain lot,OTHERS,OTHERS
1314,yeah well tell someone care,SHELDON,LEONARD
1315,leonard prepare humble weep glory genius,SHELDON,SHELDON
1316,lovely story um go anything sheldon,LEONARD,PENNY
1317,let’s get electrode attach see what’s go pretty little noggin,OTHERS,LEONARD
1318,yes sheldon keep watching,PENNY,LEONARD
1319,first clue,LEONARD,LEONARD
1320,either one weirdo want buy underwear fourteen hundred buck,PENNY,LEONARD
1321,nope gate give speech university sheldon go afterwards say maybe weren’t distract sick child africa could put little thought window vista.”,RAJ,HOWARD
1322,quit game right take,HOWARD,SHELDON
1323,yes win,PENNY,SHELDON
1324,don’t think,HOWARD,LEONARD
1325,yes can’t get stupid door open,PENNY,PENNY
1326,sorry,LEONARD,PENNY
1327,know get bucket turn axe around use handle reach let’s see go north forest go north forest go north forest oh dear believe i’m lose well i’ll get fresh start tomorrow,SHELDON,SHELDON
1328,well oh boy,SHELDON,RAJ
1329,great,OTHERS,LEONARD
1330,what’s part,HOWARD,PENNY
1331,uh i’m gonna go preserve knowledge,LEONARD,LEONARD
1332,still,HOWARD,LEONARD
1333,oh okay okay turn six star war movie,RAJ,LEONARD
1334,oh hi um gotta run early shift,PENNY,PENNY
1335,yeah that’ll slow,PENNY,PENNY
1336,roller skate grab bite eat first,LEONARD,SHELDON
1337,he’s we’re friend look gonna problem he’s suppose come tomorrow work,PENNY,LEONARD
1338,idea weird,PENNY,LEONARD
1339,boy sophie could use time machine movie see it’s rough,RAJ,SHELDON
1340,believe howard girl would willing play don’t want see naked,LEONARD,LEONARD
1341,i’m go go wash,PENNY,OTHERS
1342,sound great,RAJ,LEONARD
1343,introduce father kiss shut door face,LEONARD,LEONARD
1344,well there’s leonard he’s either lesley winkle gangster,SHELDON,SHELDON
1345,yes relapse penny ever invite go hear sing,SHELDON,SHELDON
1346,sheldon go,PENNY,LEONARD
1347,deep space nine good saturn,SHELDON,SHELDON
1348,mmm,PENNY,PENNY
1349,okay dip toe meet one,RAJ,OTHERS
1350,audible sigh show exasperation right,SHELDON,SHELDON
1351,course pet ban roommate agreement exception service animal see eye dog one day cybernetically-enhanced helper monkey,SHELDON,SHELDON
1352,fine let’s go,HOWARD,HOWARD
1353,um would mean alex,LEONARD,LEONARD
1354,oh wish simple see don’t spend much time i’ve never really chosen place sit,SHELDON,SHELDON
1355,that’s you’ve never see restock medicine cabinet day,LEONARD,OTHERS
1356,okay well guys good… whatever,LEONARD,PENNY
1357,know rid leonard get little tedious lately car game ever want play quiet game he’s terrible always win,SHELDON,SHELDON
1358,aaaaaargh okay that’s needle pain tattoo,HOWARD,PENNY
1359,didn’t audition,PENNY,PENNY
1360,pretty smart talk work doesn’t go home look word dictionary understand say,PENNY,LEONARD
1361,come guy can’t hard,LEONARD,LEONARD
1362,suppose say,HOWARD,PENNY
1363,yeah we’re examine radiation level photomultiplier tubes new dark matter detector,LEONARD,LEONARD
1364,sure,LEONARD,LEONARD
1365,man catch break,LEONARD,LEONARD
1366,ask another one,LEONARD,SHELDON
1367,chicken tortilla potato leek,PENNY,SHELDON
1368,we’re proud amy first bikini wax,OTHERS,LEONARD
1369,penny tell don’t put crate night run around apartment,LEONARD,RAJ
1370,leonard upstairs right arch enemy,SHELDON,SHELDON
1371,hey good news don’t sulk penny look hundred croatian woman wait contact,HOWARD,LEONARD
1372,ignore check engine light,SHELDON,SHELDON
1373,you’re help,LEONARD,LEONARD
1374,boy it’s good back,PENNY,LEONARD
1375,right seven people two car lead car drive leonard amy farrah fowler penny,SHELDON,SHELDON
1376,don’t know,LEONARD,LEONARD
1377,i’m talk mom start see someone couple year dad leave,HOWARD,HOWARD
1378,well good,PENNY,PENNY
1379,sure sun’s pile pick-up go skinny-dipping creek ‘cause today’s day stop making sense,SHELDON,SHELDON
1380,oh i’m it’s,LEONARD,PENNY
1381,jewish house don’t think pigskin,SHELDON,HOWARD
1382,yes,OTHERS,SHELDON
